Region,Hazard Event,Quarter,Year,Duration,Fatalities,Injuries,Property Damage
3,Lightning,2,1961,1,0,0,"81,186"
3,Severe Storm/Thunder Storm,3,1960,1,0,0,"74,258"
3,Wind,4,1960,1,0,0,401
1,Hail,4,1960,1,0,0,842
3,Lightning/ Wind,3,1965,1,0,0,"40,582"
1,Lightning,3,1965,1,0,0,"83,833"
3,Lightning/ Severe Storm/Thunder Storm,3,1965,1,0,0,"42,583"
5,Lightning,3,1965,1,0,2,"18,415"
6,Lightning,3,1965,1,0,0,"1,832"
1,Lightning,3,1965,1,0,0,"1,846"
2,Lightning,3,1965,1,0,0,"1,571"
4,Lightning,3,1965,1,0,0,"1,674"
3,Lightning,3,1965,1,0,0,"1,836"
5,Lightning,3,1965,1,0,0,"1,637"
1,Winter Weather,1,1962,1,0,0,"4,019"
2,Lightning/ Wind,3,1961,1,0,0,"4,000"
4,Lightning/ Wind,3,1961,1,0,0,"4,059"
3,Lightning/ Wind,3,1961,1,0,0,"3,454"
5,Lightning/ Wind,3,1961,1,0,0,"3,608"
3,Severe Storm/Thunder Storm,3,1965,1,0,0,"3,724"
6,Wind,4,1961,1,0,0,"1,882"
1,Wind,4,1961,1,0,0,"1,665"
2,Wind,4,1961,1,0,0,"1,692"
4,Wind,4,1961,1,0,0,"1,730"
3,Wind,4,1961,1,0,0,"1,704"
5,Wind,4,1961,1,0,0,"1,598"
4,Wind,4,1965,1,0,0,"8,058"
1,Severe Storm/Thunder Storm,4,1961,4,0,0,"13,764"
6,Hail,4,1965,1,0,0,842
1,Hail,4,1965,1,0,0,725
6,Severe Storm/Thunder Storm/ Wind,1,1966,1,0,0,"1,864"
1,Severe Storm/Thunder Storm/ Wind,1,1966,1,0,0,"1,748"
2,Severe Storm/Thunder Storm/ Wind,1,1966,1,0,0,"1,602"
4,Severe Storm/Thunder Storm/ Wind,1,1966,1,0,0,"1,877"
3,Severe Storm/Thunder Storm/ Wind,1,1966,1,0,0,"1,780"
5,Severe Storm/Thunder Storm/ Wind,1,1966,1,0,0,"1,570"
6,Winter Weather,1,1966,1,0,0,"37,804"
4,Winter Weather,1,1966,1,0,0,"36,505"
3,Winter Weather,1,1966,1,0,0,"35,168"
5,Winter Weather,1,1966,1,0,0,"33,142"
3,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1966,1,0,0,"7,295"
4,Hail,2,1963,1,0,0,"7,761"
4,Hail,2,1963,1,0,0,"73,133"
4,Severe Storm/Thunder Storm/ Wind,2,1966,1,0,0,"81,154"
5,Severe Storm/Thunder Storm,3,1963,1,0,0,"2,449"
1,Severe Storm/Thunder Storm,3,1963,1,0,0,"12,962"
4,Tornado,3,1963,1,0,0,"71,682"
4,Tornado,3,1963,1,0,12,"8,464"
5,Tornado,3,1963,1,0,0,"72,285"
4,Tornado,3,1962,1,0,0,"7,181"
2,Tornado,3,1962,1,0,0,"79,537"
6,Wind,1,1964,1,0,0,"1,715"
1,Wind,1,1964,1,0,3,"1,627"
2,Wind,1,1964,1,0,1,"1,846"
4,Wind,1,1964,1,0,2,"1,833"
3,Wind,1,1964,1,0,0,"1,766"
5,Wind,1,1964,1,0,0,"1,822"
6,Winter Weather,1,1964,2,0,10,"3,930"
1,Winter Weather,1,1964,2,0,10,"3,656"
3,Hail/ Wind,1,1967,1,0,0,"77,278"
1,Winter Weather,1,1967,3,0,0,0
2,Hail/ Severe Storm/Thunder Storm,3,1966,1,0,0,0
3,Lightning/ Wind,3,1966,1,0,0,"36,458"
3,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,3,1966,1,0,12,"84,792"
1,Lightning/ Severe Storm/Thunder Storm,3,1966,1,0,0,"7,958"
1,Hail/ Lightning/ Severe Storm/Thunder Storm,3,1966,1,0,0,801
6,Winter Weather,1,1964,2,0,0,0
1,Winter Weather,1,1964,2,0,0,0
2,Winter Weather,1,1964,2,0,0,0
4,Winter Weather,1,1964,2,0,0,0
3,Winter Weather,1,1964,2,0,0,0
5,Winter Weather,1,1964,2,0,0,0
6,Flooding,1,1964,31,0,0,"1,840"
1,Flooding,1,1964,31,0,0,"1,552"
2,Flooding,1,1964,31,0,0,"1,701"
4,Flooding,1,1964,31,0,0,"1,596"
3,Flooding,1,1964,31,0,0,"1,861"
5,Flooding,1,1964,31,0,0,"1,794"
1,Hail,2,1964,1,0,0,"7,530"
1,Tornado,2,1967,1,0,0,"86,314"
5,Tornado/ Wind,2,1967,1,0,0,"73,902"
3,Hail/ Tornado/ Wind,2,1967,1,0,38,"8,380"
2,Hurricane/Tropical Storm,2,1967,1,0,0,"81,059"
1,Tornado,2,1964,1,0,0,"83,444"
1,Lightning,2,1964,1,0,0,"77,484"
3,Tornado,3,1964,1,0,0,"75,970"
5,Lightning,3,1964,1,0,0,"80,219"
1,Lightning,3,1964,1,0,0,"74,480"
1,Tornado,3,1967,1,0,0,"83,555"
3,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,3,1967,1,0,0,"80,559"
2,Tornado/ Wind,4,1967,1,0,12,"84,831"
2,Tornado,4,1967,1,0,12,"83,761"
4,Lightning/ Severe Storm/Thunder Storm/ Wind,4,1967,1,0,0,"19,407"
2,Tornado,1,1968,1,0,0,854
1,Wind,1,1968,1,0,0,"26,649"
1,Severe Storm/Thunder Storm,2,1968,1,0,12,823
6,Hail,2,1968,1,0,0,0
1,Hail,2,1968,1,0,0,0
6,Wind,2,1969,1,0,0,763
3,Wind,2,1969,1,0,0,423
1,Severe Storm/Thunder Storm/ Wind,2,1969,1,0,0,"43,376"
1,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1969,1,0,0,"36,394"
6,Hurricane/Tropical Storm,2,1968,2,0,0,"1,705"
1,Hurricane/Tropical Storm,2,1968,2,0,0,"1,873"
2,Hurricane/Tropical Storm,2,1968,2,0,0,"1,652"
4,Hurricane/Tropical Storm,2,1968,2,0,0,"1,620"
3,Hurricane/Tropical Storm,2,1968,2,0,0,"1,580"
5,Hurricane/Tropical Storm,2,1968,2,0,0,"1,559"
6,Hurricane/Tropical Storm,3,1964,2,0,0,"1,744"
1,Hurricane/Tropical Storm,3,1964,2,0,0,"1,775"
2,Hurricane/Tropical Storm,3,1964,2,0,0,"1,571"
4,Hurricane/Tropical Storm,3,1964,2,0,0,"1,646"
3,Hurricane/Tropical Storm,3,1964,2,0,0,"1,608"
5,Hurricane/Tropical Storm,3,1964,2,0,0,"1,874"
2,Tornado,3,1964,1,0,0,"75,772"
1,Winter Weather,4,1969,1,0,0,164
1,Wind,3,1968,1,0,0,"38,859"
2,Tornado,4,1968,1,0,0,"78,205"
2,Tornado,3,1968,1,0,0,748
1,Severe Storm/Thunder Storm/ Wind,3,1968,1,0,0,"76,192"
1,Winter Weather,1,1971,2,0,0,"5,887"
4,Tornado,1,1971,1,0,0,"79,323"
6,Severe Storm/Thunder Storm/ Wind,1,1971,1,0,0,"1,853"
1,Severe Storm/Thunder Storm/ Wind,1,1971,1,0,0,"1,782"
2,Severe Storm/Thunder Storm/ Wind,1,1971,1,0,0,"1,788"
4,Severe Storm/Thunder Storm/ Wind,1,1971,1,0,0,"1,804"
3,Severe Storm/Thunder Storm/ Wind,1,1971,1,0,0,"1,654"
5,Severe Storm/Thunder Storm/ Wind,1,1971,1,0,0,"1,684"
3,Tornado,2,1971,1,0,0,0
4,Hail/ Severe Storm/Thunder Storm,2,1970,1,0,0,"38,875"
4,Lightning,3,1970,1,0,0,"81,764"
2,Lightning,3,1970,1,0,34,0
5,Tornado,3,1971,1,0,0,811
3,Wind,1,1972,1,0,11,"7,649"
2,Flooding,1,1973,17,0,0,"84,134"
1,Severe Storm/Thunder Storm/ Wind,3,1970,1,0,0,"84,150"
1,Tornado,1,1973,1,0,0,"39,394"
2,Flooding,1,1973,17,0,0,"5,226"
4,Flooding,1,1973,17,0,0,"4,572"
3,Flooding,1,1973,17,0,0,"4,473"
5,Flooding,1,1973,17,0,0,"4,767"
6,Wind,1,1961,1,0,0,"1,843"
1,Wind,1,1961,1,0,0,"1,741"
2,Wind,1,1961,1,0,0,"1,736"
4,Wind,1,1961,1,0,0,"1,878"
3,Wind,1,1961,1,0,0,"1,621"
5,Wind,1,1961,1,0,0,"1,864"
3,Severe Storm/Thunder Storm,3,1961,1,0,26,"8,660"
4,Tornado,4,1961,1,0,0,"8,037"
4,Tornado,2,1964,1,0,0,844
5,Tornado,2,1964,1,0,0,"8,389"
3,Wind,1,1965,1,0,61,"8,099"
2,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1973,1,0,2,"5,217"
4,Tornado,2,1973,1,0,0,"36,469"
1,Tornado,2,1973,1,0,0,"42,060"
1,Tornado,2,1973,1,0,0,"7,226"
6,Hail/ Lightning/ Wind,2,1973,2,0,1,"2,693"
1,Hail/ Lightning/ Wind,2,1973,2,0,1,"2,659"
4,Tornado,1,1961,1,0,0,738
6,Flooding/ Severe Storm/Thunder Storm,2,1973,7,0,0,"2,538"
1,Flooding/ Severe Storm/Thunder Storm,2,1973,7,0,0,"2,531"
3,Flooding/ Severe Storm/Thunder Storm,2,1973,7,0,0,"2,950"
5,Flooding/ Severe Storm/Thunder Storm,2,1973,7,0,0,"2,878"
6,Severe Storm/Thunder Storm,1,1975,1,0,0,"1,875"
1,Severe Storm/Thunder Storm,1,1975,1,0,0,"1,760"
2,Severe Storm/Thunder Storm,1,1975,1,0,0,"1,823"
4,Severe Storm/Thunder Storm,1,1975,1,0,0,"1,858"
3,Severe Storm/Thunder Storm,1,1975,1,0,0,"1,834"
5,Severe Storm/Thunder Storm,1,1975,1,0,0,"1,745"
4,Flooding/ Severe Storm/Thunder Storm,2,1973,18,0,0,"27,168"
3,Flooding/ Severe Storm/Thunder Storm,2,1973,18,0,0,"29,408"
5,Flooding/ Severe Storm/Thunder Storm,2,1973,18,0,0,"26,389"
1,Hail/ Lightning/ Wind,1,1975,1,0,0,"2,386"
2,Hail/ Lightning/ Wind,1,1975,1,0,0,"2,182"
4,Hail/ Lightning/ Wind,1,1975,1,0,0,"2,177"
3,Hail/ Lightning/ Wind,1,1975,1,0,0,"2,277"
5,Hail/ Lightning/ Wind,1,1975,1,0,0,"2,065"
1,Wind,1,1976,1,0,0,"5,605"
6,Heat,1,1976,29,0,0,"1,808"
1,Heat,1,1976,29,0,0,"1,830"
2,Heat,1,1976,29,0,0,"1,743"
4,Heat,1,1976,29,0,0,"1,596"
3,Heat,1,1976,29,0,0,"1,804"
5,Heat,1,1976,29,0,0,"1,612"
4,Tornado,1,1976,1,0,0,"86,425"
4,Hail/ Wind,3,1962,1,0,0,"2,624"
3,Lightning/ Wind,3,1973,1,0,0,"80,551"
2,Wind,2,1975,1,0,0,"79,180"
4,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1973,1,0,0,413
3,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1973,1,0,0,460
5,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1973,1,0,0,448
5,Severe Storm/Thunder Storm/ Wind,3,1973,1,0,0,"7,836"
1,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1973,1,0,0,358
4,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1973,1,0,0,383
3,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1973,1,0,0,381
5,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1973,1,0,0,418
3,Lightning,3,1964,1,0,347,0
2,Coastal,4,1973,1,0,0,"14,212"
2,Wind,2,1970,1,0,22,"754,634"
3,Hail/ Severe Storm/Thunder Storm/ Wind,2,1970,1,0,4,"28,292"
2,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,1,"3,783"
4,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,2,"3,303"
3,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,2,"3,556"
5,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,2,"3,726"
2,Hail/ Severe Storm/Thunder Storm/ Wind,3,1972,1,0,0,"85,577"
5,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1972,1,0,0,"81,724"
3,Severe Storm/Thunder Storm/ Wind,3,1972,1,0,0,"79,640"
4,Lightning/ Severe Storm/Thunder Storm,3,1972,1,0,0,"82,145"
5,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1972,1,0,0,"79,608"
1,Flooding/ Severe Storm/Thunder Storm,4,1972,4,0,0,"3,519"
2,Flooding/ Severe Storm/Thunder Storm,4,1972,4,0,0,"3,247"
6,Wind,4,1973,1,0,0,"2,201"
1,Wind,4,1973,1,0,0,"2,318"
2,Wind,4,1973,1,0,0,"2,512"
3,Wind,4,1973,1,0,0,"2,496"
5,Wind,4,1973,1,0,0,"2,518"
1,Wind,1,1972,1,0,0,"27,175"
4,Tornado,1,1972,1,0,0,"75,891"
6,Hail/ Lightning,4,1973,1,0,0,25
1,Hail/ Lightning,4,1973,1,0,0,24
3,Winter Weather,4,1973,1,0,0,"9,512"
5,Winter Weather,4,1973,1,0,0,"10,243"
1,Winter Weather,4,1973,1,0,0,541
1,Flooding,4,1973,1,0,0,"1,386"
2,Hail/ Lightning/ Wind,2,1975,1,0,0,"75,875"
6,Tornado,1,1974,1,0,12,"80,734"
1,Hail/ Wind,1,1974,1,0,0,0
6,Severe Storm/Thunder Storm,1,1974,1,0,0,601
4,Severe Storm/Thunder Storm,1,1974,1,0,0,596
3,Severe Storm/Thunder Storm,1,1974,1,0,0,623
6,Winter Weather,1,1977,31,0,0,"1,761"
1,Winter Weather,1,1977,31,0,0,"1,623"
2,Winter Weather,1,1977,31,0,0,"1,670"
4,Winter Weather,1,1977,31,0,0,"1,818"
3,Winter Weather,1,1977,31,0,0,"1,599"
5,Winter Weather,1,1977,31,0,0,"1,621"
1,Lightning/ Severe Storm/Thunder Storm,3,1974,1,0,0,0
4,Lightning/ Wind,3,1974,1,0,0,"3,916"
3,Lightning/ Wind,3,1974,1,0,0,"3,669"
5,Lightning/ Wind,3,1974,1,0,0,"3,429"
1,Hail/ Wind,2,1975,1,0,0,"5,582"
6,Hail/ Lightning/ Wind,2,1975,1,0,0,"2,354"
1,Hail/ Lightning/ Wind,2,1975,1,0,0,"2,215"
2,Hail/ Lightning/ Wind,2,1975,1,0,0,"2,194"
3,Hail/ Lightning/ Wind,2,1975,1,0,0,"2,339"
5,Hail/ Lightning/ Wind,2,1975,1,0,0,"2,281"
6,Hail/ Lightning/ Wind,2,1975,1,0,0,"2,817"
1,Hail/ Lightning/ Wind,2,1975,1,0,0,"2,949"
2,Tornado,2,1974,1,0,0,"87,154"
4,Lightning/ Wind,2,1974,1,0,0,338
3,Lightning/ Wind,2,1974,1,0,0,332
5,Lightning/ Wind,2,1974,1,0,0,320
2,Lightning/ Wind,2,1974,1,0,0,"7,958"
3,Lightning/ Severe Storm/Thunder Storm,2,1974,1,0,0,"7,745"
5,Hail/ Lightning/ Wind,2,1974,1,0,0,"1,655"
2,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1974,1,0,0,831
6,Wind,4,1974,1,0,0,"3,979"
1,Wind,4,1974,1,0,0,"3,417"
6,Severe Storm/Thunder Storm/ Wind,3,1975,1,0,0,208
1,Severe Storm/Thunder Storm/ Wind,3,1975,1,0,0,230
2,Severe Storm/Thunder Storm/ Wind,3,1975,1,0,0,219
3,Severe Storm/Thunder Storm/ Wind,3,1975,1,0,0,208
5,Severe Storm/Thunder Storm/ Wind,3,1975,1,0,0,219
6,Lightning,3,1975,1,0,0,"2,202"
1,Lightning,3,1975,1,0,0,"2,426"
4,Lightning,3,1975,1,0,0,"2,071"
3,Lightning,3,1975,1,0,0,"2,207"
5,Lightning,3,1975,1,0,0,"2,377"
2,Coastal,4,1974,1,0,0,"12,360"
1,Hail/ Severe Storm/Thunder Storm/ Wind,3,1975,1,0,0,"6,892"
4,Hail/ Severe Storm/Thunder Storm/ Wind,3,1975,1,0,0,"7,540"
3,Hail/ Severe Storm/Thunder Storm/ Wind,3,1975,1,0,0,"7,919"
5,Hail/ Severe Storm/Thunder Storm/ Wind,3,1975,1,0,0,"7,492"
1,Severe Storm/Thunder Storm,3,1975,1,0,0,"18,639"
2,Flooding/ Severe Storm/Thunder Storm,4,1975,1,0,0,"73,323"
1,Flooding/ Severe Storm/Thunder Storm,4,1975,1,0,0,"6,358"
5,Wind,3,1975,1,0,0,"43,340"
6,Wind,4,1975,1,0,0,"1,632"
1,Wind,4,1975,1,0,0,"1,609"
2,Wind,4,1975,1,0,0,"1,840"
4,Wind,4,1975,1,0,0,"1,870"
3,Wind,4,1975,1,0,0,"1,692"
5,Wind,4,1975,1,0,0,"1,676"
4,Hail/ Wind,3,1974,1,0,0,"3,094"
3,Hail/ Wind,3,1974,1,0,0,"3,298"
5,Hail/ Wind,3,1974,1,0,0,"2,956"
2,Hail/ Lightning/ Wind,2,1974,1,0,0,"2,589"
4,Hail/ Lightning/ Wind,2,1974,1,0,0,"2,559"
5,Hail/ Lightning/ Wind,2,1974,1,0,0,"2,736"
6,Winter Weather,1,1977,31,0,0,"1,820"
1,Winter Weather,1,1977,31,0,0,"1,557"
2,Winter Weather,1,1977,31,0,0,"1,781"
4,Winter Weather,1,1977,31,0,0,"1,619"
3,Winter Weather,1,1977,31,0,0,"1,853"
5,Winter Weather,1,1977,31,0,0,"1,733"
5,Hail/ Lightning/ Wind,2,1976,1,0,0,"7,711"
3,Hail,2,1976,1,0,0,857
3,Severe Storm/Thunder Storm,2,1976,1,0,0,"3,905"
3,Severe Storm/Thunder Storm,2,1976,2,0,0,"4,194"
3,Flooding,3,1976,2,0,0,"3,981"
1,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1976,2,0,0,"5,899"
1,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1976,1,0,0,"5,836"
1,Severe Storm/Thunder Storm/ Wind,3,1976,1,0,0,"86,377"
2,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1976,1,0,0,"7,659"
2,Severe Storm/Thunder Storm/ Wind,4,1976,1,0,2,"3,730"
4,Severe Storm/Thunder Storm/ Wind,4,1976,1,0,3,"3,200"
3,Severe Storm/Thunder Storm/ Wind,4,1976,1,0,2,"3,605"
5,Severe Storm/Thunder Storm/ Wind,4,1976,1,0,1,"3,258"
2,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,0,"3,704"
4,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,0,"3,220"
3,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,0,"3,787"
5,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,0,"3,415"
6,Wind,1,1977,1,0,0,159
1,Wind,1,1977,1,0,0,181
2,Wind,1,1977,1,0,0,184
4,Wind,1,1977,1,0,0,181
3,Wind,1,1977,1,0,0,169
5,Wind,1,1977,1,0,0,171
6,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,0,178
1,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,0,161
2,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,0,184
4,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,0,174
3,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,0,178
5,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,0,171
1,Severe Storm/Thunder Storm,4,1977,1,0,0,642
1,Flooding,4,1977,2,0,0,"28,332"
6,Severe Storm/Thunder Storm,4,1977,1,0,0,167
1,Severe Storm/Thunder Storm,4,1977,1,0,0,177
2,Severe Storm/Thunder Storm,4,1977,1,0,0,180
4,Severe Storm/Thunder Storm,4,1977,1,0,0,184
3,Severe Storm/Thunder Storm,4,1977,1,0,0,169
5,Severe Storm/Thunder Storm,4,1977,1,0,0,168
2,Severe Storm/Thunder Storm,2,1977,1,0,0,"84,610"
1,Severe Storm/Thunder Storm,3,1977,1,0,3,"6,229"
6,Severe Storm/Thunder Storm/ Wind,3,1977,1,0,0,"1,802"
1,Severe Storm/Thunder Storm/ Wind,3,1977,1,0,0,"1,562"
2,Severe Storm/Thunder Storm/ Wind,3,1977,1,0,0,"1,724"
4,Severe Storm/Thunder Storm/ Wind,3,1977,1,0,0,"1,838"
3,Severe Storm/Thunder Storm/ Wind,3,1977,1,0,0,"1,764"
5,Severe Storm/Thunder Storm/ Wind,3,1977,1,0,0,"1,608"
1,Flooding/ Severe Storm/Thunder Storm/ Wind,3,1977,1,0,0,"3,960"
1,Severe Storm/Thunder Storm/ Wind,3,1977,1,0,0,"8,565"
6,Wind,2,1977,1,0,0,"1,705"
1,Wind,2,1977,1,0,0,"1,752"
2,Wind,2,1977,1,0,0,"1,816"
4,Wind,2,1977,1,0,0,"1,575"
3,Wind,2,1977,1,0,0,"1,878"
5,Wind,2,1977,1,0,0,"1,670"
1,Winter Weather,1,1978,1,0,0,"6,151"
6,Flooding,1,1978,6,0,0,"17,617"
1,Flooding,1,1978,6,0,0,"17,788"
2,Flooding,1,1978,6,0,0,"17,543"
4,Flooding,1,1978,6,0,0,"15,590"
3,Flooding,1,1978,6,0,0,"16,706"
5,Flooding,1,1978,6,0,0,"17,698"
2,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1977,1,0,0,739
6,Hail/ Lightning/ Wind,2,1977,1,0,2,"1,883"
1,Hail/ Lightning/ Wind,2,1977,1,0,3,"1,819"
2,Hail/ Lightning/ Wind,2,1977,1,0,0,"1,722"
4,Hail/ Lightning/ Wind,2,1977,1,0,2,"1,814"
3,Hail/ Lightning/ Wind,2,1977,1,0,2,"1,864"
5,Hail/ Lightning/ Wind,2,1977,1,0,0,"1,596"
3,Wind,2,1977,1,0,0,"8,681"
2,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1977,1,0,0,"78,261"
3,Tornado,2,1977,1,0,0,"86,409"
5,Hail/ Lightning/ Wind,2,1977,1,0,0,"7,214"
1,Severe Storm/Thunder Storm,2,1978,1,0,0,"6,080"
1,Hail,2,1978,1,0,0,"5,432"
1,Hail/ Severe Storm/Thunder Storm,2,1978,1,0,0,45
1,Winter Weather,1,1978,2,0,0,"5,886"
3,Severe Storm/Thunder Storm,2,1978,1,0,0,"85,886"
4,Tornado,2,1978,1,0,0,"74,250"
4,Severe Storm/Thunder Storm/ Wind,2,1978,1,0,0,"77,191"
4,Tornado,3,1978,1,0,0,"7,335"
4,Tornado,3,1978,1,0,0,"7,161"
4,Tornado,2,1979,1,0,0,"80,559"
5,Tornado,3,1979,1,0,0,851
3,Severe Storm/Thunder Storm,3,1979,1,0,0,"36,275"
1,Flooding,4,1979,1,0,0,"2,433"
1,Severe Storm/Thunder Storm,1,1979,1,0,15,"253,888"
1,Winter Weather,1,1980,1,0,0,"1,682"
1,Winter Weather,1,1980,2,0,0,"4,421"
2,Winter Weather,1,1980,2,0,0,"4,233"
1,Winter Weather,4,1980,1,0,0,381
4,Winter Weather,4,1980,1,0,0,394
3,Winter Weather,4,1980,1,0,0,380
5,Winter Weather,4,1980,1,0,0,378
2,Winter Weather,4,1980,3,0,0,686
5,Lightning,3,1980,1,0,0,"83,674"
1,Winter Weather,1,1981,1,0,0,460
4,Tornado,1,1981,1,0,0,"4,227"
2,Flooding/ Severe Storm/Thunder Storm,1,1983,1,0,0,"7,717"
4,Wind,1,1983,1,0,0,"78,895"
6,Wind/ Winter Weather,1,1983,1,0,0,"1,613"
1,Wind/ Winter Weather,1,1983,1,0,0,"1,851"
2,Wind/ Winter Weather,1,1983,1,0,0,"1,877"
4,Wind/ Winter Weather,1,1983,1,0,0,"1,579"
3,Wind/ Winter Weather,1,1983,1,0,0,"1,812"
5,Wind/ Winter Weather,1,1983,1,0,0,"1,575"
2,Severe Storm/Thunder Storm/ Wind,1,1983,1,0,0,"8,319"
1,Flooding,1,1982,14,0,0,"3,516"
4,Flooding,1,1982,14,0,0,"3,367"
3,Flooding,1,1982,14,0,0,"3,828"
4,Hail/ Severe Storm/Thunder Storm/ Wind,2,1983,1,0,0,"7,201"
5,Severe Storm/Thunder Storm/ Wind,1,1982,1,0,0,"7,725"
1,Wind,2,1982,1,0,0,"41,728"
3,Severe Storm/Thunder Storm/ Wind,2,1982,1,0,0,0
1,Hail,2,1982,1,0,0,769
6,Winter Weather,2,1982,2,0,0,0
1,Winter Weather,2,1982,2,0,0,0
2,Winter Weather,2,1982,2,0,0,0
4,Winter Weather,2,1982,2,0,0,0
3,Winter Weather,2,1982,2,0,0,0
5,Winter Weather,2,1982,2,0,0,0
6,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1982,2,0,0,166
1,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1982,2,0,0,168
2,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1982,2,0,0,170
4,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1982,2,0,0,155
3,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1982,2,0,0,156
5,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1982,2,0,0,164
2,Flooding/ Lightning,2,1982,1,0,0,"3,950"
4,Flooding/ Lightning,2,1982,1,0,0,"3,973"
3,Flooding/ Lightning,2,1982,1,0,0,"3,997"
5,Flooding/ Lightning,2,1982,1,0,0,"4,218"
3,Lightning,3,1983,1,0,25,"8,397"
4,Tornado,3,1983,1,0,0,"71,968"
1,Severe Storm/Thunder Storm/ Wind,3,1983,1,0,0,"77,658"
1,Severe Storm/Thunder Storm/ Wind,3,1983,1,0,0,"7,186"
5,Lightning/ Tornado/ Wind,3,1983,1,0,0,"8,510"
2,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,3,1983,1,0,12,"27,838"
5,Lightning/ Wind,3,1983,1,0,0,"82,779"
4,Wind,3,1983,1,0,0,"8,319"
3,Wind,4,1983,1,0,0,"35,784"
1,Winter Weather,4,1983,1,0,0,"6,557"
1,Flooding/ Severe Storm/Thunder Storm,1,1984,1,0,0,"11,847"
1,Winter Weather,1,1984,1,0,0,"4,753"
1,Flooding/ Severe Storm/Thunder Storm,1,1984,2,0,0,"12,429"
1,Severe Storm/Thunder Storm,1,1984,2,0,0,"1,367"
6,Wind,1,1984,1,0,0,"1,757"
1,Wind,1,1984,1,0,0,"1,734"
2,Wind,1,1984,1,0,0,"1,659"
4,Wind,1,1984,1,0,0,"1,801"
3,Wind,1,1984,1,0,0,"1,752"
5,Wind,1,1984,1,0,0,"1,641"
3,Hail,1,1984,1,0,0,"7,615"
3,Severe Storm/Thunder Storm/ Wind,1,1984,1,0,0,"7,965"
4,Severe Storm/Thunder Storm/ Wind,1,1984,1,0,0,"8,478"
5,Hail/ Wind,1,1984,1,0,0,"8,279"
1,Hail/ Severe Storm/Thunder Storm,2,1982,1,0,0,"2,868"
2,Hail/ Severe Storm/Thunder Storm,2,1982,1,0,0,"3,013"
1,Hail/ Severe Storm/Thunder Storm/ Wind,2,1982,1,0,0,226
2,Hail/ Severe Storm/Thunder Storm/ Wind,2,1982,1,0,0,199
4,Hail/ Severe Storm/Thunder Storm/ Wind,2,1982,1,0,0,232
3,Hail/ Severe Storm/Thunder Storm/ Wind,2,1982,1,0,0,227
5,Hail/ Severe Storm/Thunder Storm/ Wind,2,1982,1,0,0,212
1,Flooding/ Severe Storm/Thunder Storm,2,1982,1,0,0,"8,593"
1,Hail/ Wind,2,1984,1,0,0,"2,900"
4,Hail/ Wind,2,1984,1,0,0,"2,739"
3,Hail/ Wind,2,1984,1,0,0,"2,647"
5,Hail/ Wind,2,1984,1,0,0,"2,767"
1,Lightning/ Wind,2,1984,1,0,0,"7,350"
3,Wind,2,1984,1,0,0,"83,563"
3,Hail,2,1984,1,0,0,761
5,Hail,2,1984,1,0,0,"7,886"
4,Flooding/ Wind,2,1984,1,0,0,"8,368"
4,Wind,2,1984,1,0,0,"80,258"
