Year,Quarter,Region,Low Emissions,Medium Emissions,High Emissions,Very High Emissions,,,,
2091,3,1,"$141,836,000.90","$168,301,224.89","$336,142,044.01","$786,001,171.02",,,,
2091,3,2,"$89,982,763.55","$130,070,305.32","$159,464,484.19","$427,122,468.31",,,,
2091,3,3,"$57,951,204.71","$59,352,204.50","$101,303,076.48","$218,629,638.73",,,,
2091,3,4,"$53,751,315.43","$87,118,697.22","$99,060,371.62","$306,420,667.08",,,,
2091,3,5,"$69,447,958.91","$76,569,561.08","$144,282,556.74","$364,409,887.88",,,,
2091,3,6,"$120,039,768.96","$104,950,850.14","$185,990,726.36","$472,636,741.79",,,,
2091,4,1,"$5,577,414.09","$7,528,030.44","$11,212,995.23","$28,158,426.78",,,,
2091,4,2,"$7,235,332.89","$9,226,682.27","$15,567,628.43","$34,766,172.71",,,,
2091,4,3,"$4,692,734.84","$6,087,388.67","$9,993,742.36","$24,041,678.07",,,,
2091,4,4,"$1,239,747.75","$1,561,922.23","$2,400,169.67","$6,033,806.76",,,,
2091,4,5,"$1,122,555.01","$1,430,422.01","$2,136,451.42","$5,238,017.22",,,,
2091,4,6,"$885,589.70","$1,251,486.65","$1,878,500.12","$4,972,790.53",,,,
2092,1,1,"$2,799,909.31","$3,721,238.68","$5,610,388.20","$14,238,052.49",,,,
2092,1,2,"$7,042,280.65","$10,550,943.53","$14,198,483.28","$34,316,303.36",,,,
2092,1,3,"$386,287.16","$496,296.34","$803,358.69","$1,966,028.82",,,,
2092,1,4,"$443,282.73","$531,352.42","$893,168.56","$2,230,613.89",,,,
2092,1,5,"$7,071,664.50","$7,081,964.10","$11,032,215.58","$28,489,074.13",,,,
2092,1,6,"$6,838,158.82","$8,723,110.28","$14,748,272.57","$34,823,336.64",,,,
2092,2,1,"$2,689,961.52","$3,435,184.34","$5,350,975.44","$13,068,957.71",,,,
2092,2,2,"$7,859,802.75","$14,185,348.08","$19,373,474.29","$50,229,583.14",,,,
2092,2,3,"$1,259,173.42","$1,624,983.43","$2,502,982.52","$6,255,106.22",,,,
2092,2,4,"$909,102.15","$1,170,046.65","$1,844,873.32","$4,567,032.04",,,,
2092,2,5,"$8,871,816.49","$8,998,659.40","$16,915,960.35","$39,442,777.18",,,,
2092,2,6,"$9,306,692.01","$11,076,093.03","$18,741,215.16","$45,813,032.19",,,,
2092,3,1,"$153,894,065.09","$219,049,227.13","$338,776,024.21","$788,697,674.78",,,,
2092,3,2,"$89,430,063.87","$99,321,138.97","$174,163,639.54","$418,109,691.28",,,,
2092,3,3,"$44,533,042.18","$58,687,998.92","$108,442,523.89","$242,246,929.74",,,,
2092,3,4,"$65,713,270.47","$75,453,805.62","$121,458,447.66","$317,106,517.74",,,,
2092,3,5,"$65,729,881.63","$111,309,887.46","$147,143,517.60","$387,905,302.63",,,,
2092,3,6,"$76,770,409.85","$129,630,373.40","$161,566,987.26","$483,790,560.42",,,,
2092,4,1,"$5,979,583.90","$7,533,518.92","$11,347,076.60","$29,650,089.81",,,,
2092,4,2,"$7,223,677.62","$9,020,657.67","$14,078,780.10","$36,961,636.87",,,,
2092,4,3,"$4,941,528.12","$6,388,442.60","$9,639,029.07","$23,948,419.27",,,,
2092,4,4,"$1,225,702.42","$1,595,563.00","$2,473,601.56","$6,049,332.34",,,,
2092,4,5,"$1,071,649.59","$1,252,440.70","$2,250,744.47","$5,106,543.80",,,,
2092,4,6,"$927,059.06","$1,333,620.19","$2,180,766.58","$5,120,654.99",,,,
2093,1,1,"$2,689,473.05","$3,934,233.64","$5,614,700.14","$14,107,937.31",,,,
2093,1,2,"$7,265,595.45","$8,396,575.01","$15,021,148.66","$35,761,269.56",,,,
2093,1,3,"$400,508.67","$498,244.98","$761,374.33","$1,953,338.79",,,,
2093,1,4,"$451,451.46","$549,254.04","$905,209.27","$2,182,915.12",,,,
2093,1,5,"$6,062,567.48","$6,897,561.35","$12,014,171.05","$28,458,371.81",,,,
2093,1,6,"$8,079,314.16","$10,598,921.65","$15,424,749.99","$39,370,240.07",,,,
2093,2,1,"$2,624,647.12","$3,233,227.43","$5,317,587.27","$13,476,528.90",,,,
2093,2,2,"$11,096,676.13","$12,480,294.29","$18,188,674.78","$46,274,565.29",,,,
2093,2,3,"$1,289,658.34","$1,636,639.56","$2,503,090.21","$6,364,658.34",,,,
2093,2,4,"$913,134.49","$1,162,268.50","$1,930,754.70","$4,774,870.33",,,,
2093,2,5,"$6,002,330.65","$10,142,734.39","$12,858,109.25","$33,284,410.60",,,,
2093,2,6,"$11,055,839.24","$14,695,358.99","$20,091,701.65","$57,571,358.51",,,,
2093,3,1,"$164,121,229.26","$170,212,373.36","$318,711,452.20","$850,956,568.62",,,,
2093,3,2,"$103,092,782.39","$115,190,730.62","$186,703,310.46","$447,360,750.22",,,,
2093,3,3,"$34,016,286.83","$45,058,548.10","$86,942,292.03","$228,809,379.79",,,,
2093,3,4,"$64,909,026.67","$78,515,317.93","$119,042,191.42","$270,068,658.60",,,,
2093,3,5,"$75,452,364.72","$93,672,709.40","$135,736,002.09","$378,984,002.14",,,,
2093,3,6,"$112,307,599.46","$129,959,710.47","$196,604,298.13","$428,993,551.61",,,,
2093,4,1,"$5,722,348.83","$7,658,721.30","$11,433,725.35","$29,211,734.87",,,,
2093,4,2,"$7,915,976.11","$9,824,803.21","$15,298,661.14","$37,415,880.38",,,,
2093,4,3,"$4,865,202.12","$6,397,636.07","$9,756,599.67","$24,094,079.10",,,,
2093,4,4,"$1,252,239.53","$1,606,391.79","$2,353,083.86","$6,424,290.41",,,,
2093,4,5,"$1,056,173.60","$1,422,743.97","$1,959,818.63","$5,220,298.42",,,,
2093,4,6,"$941,539.48","$1,295,593.62","$1,930,090.80","$5,159,146.97",,,,
2094,1,1,"$2,974,024.22","$3,605,366.85","$5,579,108.62","$14,985,906.28",,,,
2094,1,2,"$6,666,050.96","$10,125,228.11","$13,616,345.43","$38,362,376.53",,,,
2094,1,3,"$380,531.98","$484,970.87","$800,736.18","$1,989,403.03",,,,
2094,1,4,"$426,489.92","$537,475.60","$880,666.35","$2,281,444.02",,,,
2094,1,5,"$7,150,446.11","$6,333,622.20","$12,217,533.07","$28,466,724.80",,,,
2094,1,6,"$9,302,296.93","$9,793,818.49","$16,417,357.65","$39,680,163.07",,,,
2094,2,1,"$2,649,284.36","$3,297,693.27","$5,379,198.75","$14,142,371.41",,,,
2094,2,2,"$11,340,185.06","$13,466,486.65","$18,562,248.76","$52,117,956.23",,,,
2094,2,3,"$1,230,023.33","$1,634,684.22","$2,568,191.34","$6,558,454.82",,,,
2094,2,4,"$863,719.91","$1,134,917.97","$1,950,533.43","$4,729,857.61",,,,
2094,2,5,"$10,000,581.23","$9,009,231.40","$14,254,842.37","$35,805,310.43",,,,
2094,2,6,"$11,546,070.91","$11,109,487.16","$18,428,673.49","$53,360,034.50",,,,
2094,3,1,"$180,087,605.81","$221,958,551.21","$347,386,249.32","$925,153,748.20",,,,
2094,3,2,"$106,489,357.69","$112,788,859.57","$169,632,024.14","$452,697,742.62",,,,
2094,3,3,"$51,003,085.04","$51,384,460.27","$73,615,981.23","$218,738,281.09",,,,
2094,3,4,"$57,820,746.23","$87,779,103.35","$112,420,552.42","$301,910,640.55",,,,
2094,3,5,"$66,700,826.82","$87,960,056.85","$148,674,994.67","$406,090,217.28",,,,
2094,3,6,"$90,465,599.93","$92,384,692.13","$196,796,698.12","$515,782,278.75",,,,
2094,4,1,"$5,342,400.33","$7,773,949.57","$11,590,873.44","$30,488,124.54",,,,
2094,4,2,"$7,601,274.15","$10,087,531.32","$15,621,956.54","$39,003,388.15",,,,
2094,4,3,"$4,859,868.72","$6,272,991.51","$9,251,974.35","$25,724,903.95",,,,
2094,4,4,"$1,203,465.04","$1,450,879.75","$2,435,606.98","$6,625,325.72",,,,
2094,4,5,"$1,095,808.31","$1,299,022.50","$2,177,318.41","$5,497,759.61",,,,
2094,4,6,"$1,023,012.10","$1,201,983.60","$2,097,179.92","$5,322,706.25",,,,
2095,1,1,"$2,772,943.32","$3,531,820.03","$5,783,336.21","$14,961,386.28",,,,
2095,1,2,"$7,226,962.49","$8,834,830.17","$14,059,984.86","$35,972,607.21",,,,
2095,1,3,"$374,881.96","$498,951.88","$810,412.77","$2,056,870.43",,,,
2095,1,4,"$425,684.10","$539,743.44","$895,800.49","$2,352,157.27",,,,
2095,1,5,"$5,114,377.26","$5,192,380.06","$12,216,700.30","$29,032,426.50",,,,
2095,1,6,"$6,344,643.59","$10,324,184.87","$13,955,724.61","$37,893,802.32",,,,
2095,2,1,"$2,471,871.92","$3,386,114.67","$5,361,410.93","$13,897,151.61",,,,
2095,2,2,"$10,667,568.52","$13,106,168.27","$20,834,029.06","$55,321,847.33",,,,
2095,2,3,"$1,253,560.08","$1,644,579.34","$2,550,732.44","$6,674,558.46",,,,
2095,2,4,"$926,586.89","$1,155,216.44","$1,895,228.38","$4,977,366.55",,,,
2095,2,5,"$9,584,763.34","$8,823,856.17","$16,683,635.13","$43,728,481.41",,,,
2095,2,6,"$8,797,800.58","$12,231,354.76","$20,586,414.78","$52,582,388.29",,,,
2095,3,1,"$131,900,452.51","$239,139,006.36","$309,142,884.69","$916,675,066.21",,,,
2095,3,2,"$73,098,709.84","$129,737,702.15","$192,202,797.49","$453,244,487.23",,,,
2095,3,3,"$49,390,644.46","$61,711,838.28","$94,885,805.52","$254,650,471.51",,,,
2095,3,4,"$48,064,525.99","$42,521,928.74","$104,036,250.09","$291,712,146.96",,,,
2095,3,5,"$69,668,451.98","$85,035,692.36","$143,678,637.32","$377,025,398.53",,,,
2095,3,6,"$99,413,050.54","$154,423,681.48","$177,022,466.76","$492,452,306.01",,,,
2095,4,1,"$5,785,038.81","$7,579,920.36","$11,735,097.69","$31,878,508.75",,,,
2095,4,2,"$7,999,959.66","$9,545,928.45","$14,162,738.16","$39,500,598.52",,,,
2095,4,3,"$4,642,432.09","$6,411,928.60","$10,201,858.79","$26,254,540.57",,,,
2095,4,4,"$1,210,420.50","$1,448,269.67","$2,617,454.68","$6,714,867.46",,,,
2095,4,5,"$1,014,166.59","$1,245,786.03","$2,266,351.87","$5,865,011.28",,,,
2095,4,6,"$985,373.11","$1,249,603.00","$2,007,919.29","$5,376,974.65",,,,
2096,1,1,"$2,614,129.28","$3,587,515.55","$5,836,987.66","$15,321,939.60",,,,
2096,1,2,"$5,289,079.46","$9,275,028.89","$15,798,234.29","$39,081,790.55",,,,
2096,1,3,"$372,622.61","$523,518.34","$758,360.47","$2,132,831.48",,,,
2096,1,4,"$447,485.19","$576,131.29","$941,886.76","$2,442,773.17",,,,
2096,1,5,"$4,796,454.82","$8,467,276.69","$13,676,390.78","$28,282,399.92",,,,
2096,1,6,"$9,752,721.70","$6,979,027.91","$15,702,076.66","$41,290,899.91",,,,
2096,2,1,"$2,635,743.83","$3,490,510.82","$5,344,269.16","$14,407,924.57",,,,
2096,2,2,"$9,944,252.33","$12,062,553.24","$22,532,203.89","$53,301,473.08",,,,
2096,2,3,"$1,228,260.25","$1,630,358.70","$2,564,479.53","$6,823,615.32",,,,
2096,2,4,"$892,706.63","$1,183,837.86","$1,887,167.48","$5,016,181.56",,,,
2096,2,5,"$7,910,124.08","$9,446,281.31","$17,166,349.16","$41,872,968.69",,,,
2096,2,6,"$10,769,546.93","$11,661,208.20","$22,459,762.74","$59,236,364.76",,,,
2096,3,1,"$159,120,632.86","$256,652,952.13","$367,476,510.57","$802,926,882.36",,,,
2096,3,2,"$92,079,029.28","$131,094,785.15","$177,426,140.83","$473,969,387.30",,,,
2096,3,3,"$59,889,659.23","$62,104,299.75","$95,537,634.97","$279,789,555.06",,,,
2096,3,4,"$64,001,634.89","$69,098,528.46","$133,509,066.31","$320,285,797.91",,,,
2096,3,5,"$71,885,657.06","$101,915,796.33","$135,991,494.56","$405,432,763.31",,,,
2096,3,6,"$108,122,904.48","$135,245,798.05","$158,957,002.78","$544,708,164.28",,,,
2096,4,1,"$5,550,415.60","$6,998,189.44","$12,290,845.82","$32,061,176.07",,,,
2096,4,2,"$7,135,535.53","$9,095,138.92","$14,816,413.95","$38,002,066.95",,,,
2096,4,3,"$4,853,783.26","$6,401,840.68","$9,757,835.67","$26,136,120.06",,,,
2096,4,4,"$1,130,128.19","$1,554,179.95","$2,639,903.48","$6,842,967.77",,,,
2096,4,5,"$998,261.35","$1,442,449.25","$2,162,843.67","$5,783,116.87",,,,
2096,4,6,"$973,706.00","$1,209,908.82","$2,142,287.93","$5,553,998.26",,,,
2097,1,1,"$2,812,246.36","$3,570,914.22","$5,935,375.64","$16,034,443.14",,,,
2097,1,2,"$7,751,273.78","$8,866,746.07","$17,737,184.15","$43,963,178.20",,,,
2097,1,3,"$385,301.64","$493,022.91","$766,786.12","$2,233,771.99",,,,
2097,1,4,"$419,239.87","$565,279.83","$890,233.79","$2,516,729.79",,,,
2097,1,5,"$6,233,098.07","$8,214,393.34","$10,908,312.74","$32,481,789.13",,,,
2097,1,6,"$4,550,017.87","$8,118,237.57","$15,418,485.14","$42,957,586.79",,,,
2097,2,1,"$2,624,438.14","$3,329,850.57","$5,551,236.29","$15,066,431.86",,,,
2097,2,2,"$11,716,343.38","$11,170,276.02","$22,242,735.64","$59,395,104.83",,,,
2097,2,3,"$1,238,959.38","$1,593,892.81","$2,583,263.28","$7,054,691.31",,,,
2097,2,4,"$911,438.93","$1,130,346.41","$1,906,484.96","$5,197,013.52",,,,
2097,2,5,"$7,759,036.13","$9,951,367.22","$13,992,414.01","$46,200,742.30",,,,
2097,2,6,"$10,490,732.70","$12,174,944.83","$19,378,003.25","$53,825,726.24",,,,
2097,3,1,"$213,457,827.07","$266,564,987.74","$336,118,166.28","$1,019,694,599.89",,,,
2097,3,2,"$62,758,590.53","$119,382,598.21","$162,998,985.90","$494,515,518.65",,,,
2097,3,3,"$29,223,641.96","$51,429,688.25","$104,910,678.42","$243,253,028.41",,,,
2097,3,4,"$54,434,728.20","$94,146,350.07","$110,990,371.83","$304,140,022.10",,,,
2097,3,5,"$68,628,947.75","$109,399,741.33","$132,836,895.80","$366,194,453.54",,,,
2097,3,6,"$71,496,168.38","$106,769,990.40","$222,425,276.75","$540,345,141.54",,,,
2097,4,1,"$5,542,163.45","$7,338,841.09","$12,084,166.51","$32,994,154.96",,,,
2097,4,2,"$7,388,931.75","$9,295,873.79","$14,583,848.42","$41,980,680.09",,,,
2097,4,3,"$4,320,841.63","$6,765,050.18","$9,887,402.12","$26,896,077.00",,,,
2097,4,4,"$1,211,061.82","$1,588,749.96","$2,602,893.49","$6,798,538.59",,,,
2097,4,5,"$974,344.94","$1,387,519.52","$2,273,333.41","$5,984,058.01",,,,
2097,4,6,"$986,790.09","$1,399,673.44","$2,061,854.53","$5,917,023.59",,,,
2098,1,1,"$2,831,440.42","$3,547,135.69","$5,861,541.17","$16,622,675.53",,,,
2098,1,2,"$7,986,384.95","$8,720,206.94","$17,234,410.80","$43,567,340.61",,,,
2098,1,3,"$375,401.22","$464,100.59","$820,220.39","$2,227,498.50",,,,
2098,1,4,"$427,978.73","$559,378.23","$910,358.50","$2,449,006.26",,,,
2098,1,5,"$4,208,444.56","$6,395,031.63","$11,062,787.48","$32,477,210.59",,,,
2098,1,6,"$5,601,825.06","$9,613,747.49","$15,970,507.25","$40,889,250.28",,,,
2098,2,1,"$2,614,717.65","$3,527,977.07","$5,428,390.28","$15,333,749.28",,,,
2098,2,2,"$10,650,389.28","$12,183,443.98","$22,447,388.47","$56,047,981.70",,,,
2098,2,3,"$1,231,544.51","$1,583,989.63","$2,588,579.17","$7,177,755.67",,,,
2098,2,4,"$859,687.20","$1,152,480.44","$1,945,097.14","$5,258,897.08",,,,
2098,2,5,"$6,448,452.90","$9,410,915.39","$15,301,477.52","$50,600,637.00",,,,
2098,2,6,"$10,005,929.77","$11,028,818.74","$21,045,688.97","$56,959,395.71",,,,
2098,3,1,"$178,888,579.76","$194,537,396.09","$351,800,132.11","$1,009,245,428.04",,,,
2098,3,2,"$87,079,043.51","$99,530,000.86","$174,765,051.12","$469,263,082.14",,,,
2098,3,3,"$33,104,275.77","$55,260,206.05","$94,675,176.03","$243,614,172.92",,,,
2098,3,4,"$49,987,605.55","$79,515,925.36","$131,767,025.65","$331,646,937.28",,,,
2098,3,5,"$70,911,206.56","$70,766,501.66","$149,192,434.79","$425,305,512.86",,,,
2098,3,6,"$103,491,764.13","$124,080,564.18","$191,663,252.09","$516,530,666.34",,,,
2098,4,1,"$5,656,515.10","$7,276,912.01","$11,535,523.48","$34,297,306.29",,,,
2098,4,2,"$6,967,276.89","$9,593,479.67","$15,381,416.19","$41,807,394.76",,,,
2098,4,3,"$4,853,043.25","$5,716,706.95","$9,964,115.86","$28,003,773.26",,,,
2098,4,4,"$1,175,812.92","$1,428,956.10","$2,592,997.97","$7,234,301.10",,,,
2098,4,5,"$964,466.51","$1,338,888.98","$2,163,594.58","$6,006,087.05",,,,
2098,4,6,"$943,775.69","$1,209,232.86","$2,231,456.65","$5,889,620.63",,,,
2099,1,1,"$2,541,510.86","$3,629,230.49","$6,055,944.70","$16,846,789.64",,,,
2099,1,2,"$4,793,611.35","$11,369,921.21","$14,366,021.16","$46,516,983.31",,,,
2099,1,3,"$360,554.63","$493,925.17","$817,473.24","$2,307,064.94",,,,
2099,1,4,"$418,273.99","$564,626.91","$886,156.51","$2,642,279.72",,,,
2099,1,5,"$5,362,331.72","$7,503,078.50","$10,177,417.47","$32,222,303.58",,,,
2099,1,6,"$6,931,273.27","$8,782,399.86","$14,866,047.51","$41,293,275.12",,,,
2099,2,1,"$2,555,477.06","$3,350,642.07","$5,542,767.86","$15,769,071.88",,,,
2099,2,2,"$9,009,209.29","$12,857,702.81","$19,257,732.63","$58,604,460.12",,,,
2099,2,3,"$1,210,187.37","$1,593,141.99","$2,588,421.21","$7,302,602.19",,,,
2099,2,4,"$914,350.11","$1,216,154.75","$1,900,598.77","$5,449,746.18",,,,
2099,2,5,"$7,556,778.26","$9,506,998.97","$15,761,249.08","$44,451,637.63",,,,
2099,2,6,"$9,585,763.46","$14,926,757.94","$21,315,009.24","$60,448,037.60",,,,
2099,3,1,"$161,616,178.64","$224,200,105.05","$328,498,068.14","$1,078,916,869.42",,,,
2099,3,2,"$64,947,360.14","$129,244,011.74","$182,076,079.16","$545,237,771.67",,,,
2099,3,3,"$45,867,604.82","$53,556,724.78","$97,024,116.70","$276,631,688.50",,,,
2099,3,4,"$52,594,122.73","$72,612,150.40","$143,807,767.23","$363,763,407.35",,,,
2099,3,5,"$69,265,064.77","$99,052,655.38","$144,726,067.14","$403,531,260.83",,,,
2099,3,6,"$120,973,504.97","$113,413,042.41","$219,198,067.71","$574,001,233.85",,,,
2099,4,1,"$5,471,991.49","$7,018,627.74","$12,272,541.56","$34,489,363.91",,,,
2099,4,2,"$6,841,400.67","$9,175,561.39","$17,029,295.86","$44,058,387.07",,,,
2099,4,3,"$4,487,993.10","$6,273,069.30","$9,687,820.29","$28,481,552.24",,,,
2099,4,4,"$1,221,930.82","$1,485,505.98","$2,501,558.04","$7,188,696.49",,,,
2099,4,5,"$1,024,940.61","$1,231,751.68","$2,095,750.23","$6,305,331.33",,,,
2099,4,6,"$1,043,654.84","$1,283,607.96","$2,014,128.31","$5,855,018.62",,,,
2100,1,1,"$2,678,906.91","$3,729,526.35","$5,871,631.71","$16,883,831.95",,,,
2100,1,2,"$4,192,199.02","$10,607,374.12","$17,052,971.24","$41,700,849.67",,,,
2100,1,3,"$360,358.20","$457,640.29","$825,029.28","$2,371,670.04",,,,
2100,1,4,"$428,792.40","$515,049.58","$906,664.94","$2,795,233.44",,,,
2100,1,5,"$5,043,310.49","$10,012,131.56","$11,983,862.42","$32,187,517.25",,,,
2100,1,6,"$10,079,123.27","$9,493,893.29","$14,487,406.62","$41,196,296.27",,,,
2100,2,1,"$2,597,461.47","$3,420,531.24","$5,729,382.53","$15,821,908.00",,,,
2100,2,2,"$7,929,708.34","$13,616,123.74","$18,568,236.27","$59,864,214.03",,,,
2100,2,3,"$1,210,980.03","$1,593,531.89","$2,605,406.14","$7,542,077.20",,,,
2100,2,4,"$883,033.21","$1,173,586.79","$1,959,524.72","$5,542,565.54",,,,
2100,2,5,"$6,758,026.79","$10,639,365.71","$18,666,408.38","$41,099,721.24",,,,
2100,2,6,"$9,629,013.20","$12,995,770.76","$21,593,056.34","$55,583,932.13",,,,
2100,3,1,"$172,627,240.64","$157,543,026.56","$331,343,672.55","$1,006,390,127.49",,,,
2100,3,2,"$86,255,908.01","$121,796,871.46","$169,841,498.15","$545,138,444.94",,,,
2100,3,3,"$46,534,487.45","$52,969,016.87","$88,275,986.18","$297,423,638.23",,,,
2100,3,4,"$58,362,127.63","$79,831,546.57","$124,153,652.80","$353,260,890.81",,,,
2100,3,5,"$71,498,061.95","$86,608,960.29","$174,631,161.94","$422,310,154.55",,,,
2100,3,6,"$118,113,033.80","$101,152,840.39","$162,540,630.50","$565,648,172.05",,,,
2100,4,1,"$5,577,501.18","$7,094,554.45","$12,087,689.15","$35,196,698.21",,,,
2100,4,2,"$6,810,995.45","$9,379,032.59","$16,320,192.92","$43,179,161.21",,,,
2100,4,3,"$5,197,604.79","$6,226,718.62","$9,871,882.21","$29,009,649.63",,,,
2100,4,4,"$1,105,006.86","$1,446,689.12","$2,666,528.78","$7,437,928.00",,,,
2100,4,5,"$1,025,586.68","$1,457,007.61","$2,242,514.87","$6,218,884.55",,,,
2100,4,6,"$832,761.87","$1,421,993.73","$2,153,452.68","$6,231,187.97",,,,
2101,1,1,"$2,652,483.41","$3,649,044.09","$6,007,167.47","$17,959,068.86",,,,
2101,1,2,"$5,717,427.53","$8,554,971.45","$15,740,862.28","$47,541,164.06",,,,
2101,1,3,"$392,267.57","$458,145.80","$829,048.66","$2,397,762.50",,,,
2101,1,4,"$421,530.23","$586,413.17","$968,906.09","$2,732,991.07",,,,
2101,1,5,"$5,319,321.49","$7,658,991.51","$11,677,217.76","$36,876,639.10",,,,
2101,1,6,"$8,843,652.19","$8,969,378.77","$17,696,676.14","$47,285,801.98",,,,
2101,2,1,"$2,418,042.09","$3,385,875.90","$5,674,949.01","$16,168,789.32",,,,
2101,2,2,"$10,025,916.22","$11,204,433.43","$16,761,269.13","$59,958,498.64",,,,
2101,2,3,"$1,232,572.67","$1,571,472.31","$2,678,006.65","$7,728,115.22",,,,
2101,2,4,"$854,135.18","$1,148,808.95","$1,950,299.73","$5,688,647.82",,,,
2101,2,5,"$8,973,528.84","$10,167,963.88","$16,959,035.45","$48,982,468.23",,,,
2101,2,6,"$8,861,029.48","$12,280,842.89","$20,615,784.27","$59,692,434.61",,,,
2101,3,1,"$155,745,380.09","$201,242,986.44","$343,173,956.38","$1,021,946,244.45",,,,
2101,3,2,"$83,927,653.58","$111,798,246.94","$171,301,697.17","$543,898,564.76",,,,
2101,3,3,"$49,642,033.20","$55,265,989.47","$94,167,356.23","$264,936,330.07",,,,
2101,3,4,"$59,069,511.43","$76,568,426.31","$116,594,350.54","$349,061,061.65",,,,
2101,3,5,"$59,411,062.88","$89,386,092.97","$156,817,638.08","$451,963,482.23",,,,
2101,3,6,"$65,437,106.73","$149,187,712.87","$193,111,188.30","$623,967,403.24",,,,
2101,4,1,"$5,220,765.94","$7,218,271.71","$12,703,708.28","$36,159,360.25",,,,
2101,4,2,"$7,534,662.45","$8,636,480.27","$15,046,707.55","$46,941,741.01",,,,
2101,4,3,"$4,555,072.44","$6,127,256.80","$10,139,808.47","$29,916,334.29",,,,
2101,4,4,"$1,104,074.78","$1,618,963.16","$2,731,833.46","$7,758,087.01",,,,
2101,4,5,"$971,759.01","$1,328,567.35","$2,154,534.77","$6,679,946.29",,,,
2101,4,6,"$955,111.53","$1,310,251.48","$2,049,382.56","$6,106,432.64",,,,
2102,1,1,"$2,690,214.43","$3,594,469.41","$5,995,730.21","$17,874,930.91",,,,
2102,1,2,"$6,292,930.25","$7,842,836.43","$16,754,303.03","$46,309,340.11",,,,
2102,1,3,"$354,782.00","$478,533.88","$844,404.09","$2,433,403.83",,,,
2102,1,4,"$396,166.80","$511,547.24","$946,944.65","$2,719,053.14",,,,
2102,1,5,"$4,557,909.53","$7,979,414.49","$11,976,652.28","$35,054,503.63",,,,
2102,1,6,"$6,959,919.60","$8,805,923.23","$16,606,302.05","$46,438,568.34",,,,
2102,2,1,"$2,506,352.98","$3,303,394.56","$5,843,906.51","$16,767,413.71",,,,
2102,2,2,"$9,564,369.96","$13,829,544.93","$20,872,903.24","$64,961,603.65",,,,
2102,2,3,"$1,214,239.80","$1,576,780.43","$2,678,559.38","$7,890,290.10",,,,
2102,2,4,"$876,098.51","$1,113,605.48","$2,031,697.24","$5,777,502.94",,,,
2102,2,5,"$9,745,335.21","$8,960,830.57","$13,709,555.08","$47,522,535.40",,,,
2102,2,6,"$8,515,272.39","$9,642,760.02","$21,440,335.61","$59,472,363.02",,,,
2102,3,1,"$147,068,235.39","$157,572,932.24","$368,662,918.73","$991,704,650.92",,,,
2102,3,2,"$77,207,650.94","$113,346,856.28","$168,696,678.17","$551,297,533.35",,,,
2102,3,3,"$37,151,566.14","$48,225,508.40","$92,627,759.52","$264,760,388.91",,,,
2102,3,4,"$62,712,158.09","$79,190,426.45","$146,650,857.71","$364,627,275.97",,,,
2102,3,5,"$70,657,304.31","$77,386,888.46","$157,453,273.08","$434,041,826.04",,,,
2102,3,6,"$96,403,253.30","$89,247,630.69","$228,557,700.36","$626,498,345.81",,,,
2102,4,1,"$5,552,108.46","$7,524,918.84","$12,391,578.40","$37,951,621.10",,,,
2102,4,2,"$7,172,053.33","$9,876,842.73","$15,204,979.20","$47,714,906.64",,,,
2102,4,3,"$4,536,999.56","$5,765,775.83","$10,544,640.77","$31,856,369.55",,,,
2102,4,4,"$1,169,367.87","$1,582,350.52","$2,726,351.91","$8,011,593.19",,,,
2102,4,5,"$1,058,179.13","$1,441,834.98","$2,210,047.74","$6,519,246.15",,,,
2102,4,6,"$987,363.62","$1,320,494.64","$2,101,017.79","$6,356,165.35",,,,
2103,1,1,"$2,459,823.04","$3,538,752.11","$6,075,281.89","$18,788,574.07",,,,
2103,1,2,"$5,881,961.98","$7,785,374.43","$13,771,755.59","$44,061,107.82",,,,
2103,1,3,"$325,379.81","$462,071.76","$851,764.57","$2,520,249.27",,,,
2103,1,4,"$422,476.28","$589,009.54","$930,649.31","$2,842,859.02",,,,
2103,1,5,"$4,977,687.21","$7,011,429.81","$12,554,480.02","$37,703,561.03",,,,
2103,1,6,"$6,867,945.63","$7,163,995.97","$12,276,395.01","$51,339,268.12",,,,
2103,2,1,"$2,452,719.37","$3,361,200.76","$5,852,358.13","$17,295,280.20",,,,
2103,2,2,"$6,706,038.11","$13,138,824.60","$21,117,516.49","$61,021,462.70",,,,
2103,2,3,"$1,218,751.54","$1,554,224.35","$2,707,438.05","$8,105,049.20",,,,
2103,2,4,"$823,189.43","$1,112,697.03","$1,920,772.46","$5,973,029.45",,,,
2103,2,5,"$5,986,313.18","$8,072,946.11","$14,097,550.98","$52,398,492.96",,,,
2103,2,6,"$8,122,420.95","$9,247,388.55","$17,961,883.69","$69,274,886.65",,,,
2103,3,1,"$210,311,536.09","$203,368,518.31","$318,302,670.79","$1,146,028,699.21",,,,
2103,3,2,"$111,910,966.94","$140,267,632.32","$212,527,214.90","$591,709,287.81",,,,
2103,3,3,"$33,656,486.73","$58,063,678.63","$90,779,024.74","$306,028,894.23",,,,
2103,3,4,"$58,919,427.85","$65,024,297.26","$106,989,726.43","$372,776,017.70",,,,
2103,3,5,"$62,078,981.77","$99,120,180.95","$158,763,884.10","$455,901,796.44",,,,
2103,3,6,"$93,898,569.97","$105,181,491.94","$189,474,305.85","$624,144,760.54",,,,
