Year,Quarter,Region,Low Emissions,Medium Emissions,High Emissions,Very High Emissions
2086,2,2,"$4,427,816.89","$4,505,826.64","$7,578,963.62","$15,829,899.40"
2086,2,3,"$956,173.63","$1,042,960.89","$1,332,662.11","$2,399,976.88"
2086,2,4,"$413,460.90","$473,541.39","$706,021.63","$1,460,986.01"
2086,2,5,"$2,478,107.84","$4,129,645.68","$4,195,530.31","$13,098,155.95"
2086,2,6,"$2,667,058.34","$4,889,205.34","$6,773,400.14","$14,128,652.84"
2086,3,1,"$46,967,946.93","$60,454,248.75","$96,484,044.85","$194,779,120.62"
2086,3,2,"$21,372,724.10","$34,510,936.71","$55,998,988.30","$100,878,458.16"
2086,3,3,"$15,708,907.53","$17,800,747.05","$28,032,100.74","$46,841,337.74"
2086,3,4,"$23,823,317.01","$16,733,281.13","$34,401,762.81","$55,538,441.38"
2086,3,5,"$20,028,765.79","$27,400,637.20","$47,153,421.40","$81,668,230.92"
2086,3,6,"$29,128,670.78","$36,806,197.24","$50,325,058.34","$115,146,850.60"
2086,4,1,"$3,021,541.43","$3,406,039.03","$4,626,420.77","$9,264,892.86"
2086,4,2,"$3,162,138.81","$3,785,328.00","$5,147,698.22","$11,012,364.64"
2086,4,3,"$2,092,702.24","$2,485,235.16","$3,421,777.06","$7,035,129.05"
2086,4,4,"$511,076.27","$704,172.25","$851,843.39","$1,870,934.61"
2086,4,5,"$515,537.31","$607,106.72","$804,372.33","$1,740,346.58"
2086,4,6,"$409,118.16","$533,094.20","$746,251.53","$1,665,673.75"
2087,1,1,"$1,793,116.86","$1,955,890.16","$2,633,892.06","$5,048,855.08"
2087,1,2,"$2,795,117.45","$3,116,380.05","$5,828,890.00","$13,188,520.41"
2087,1,3,"$596,915.36","$629,571.49","$724,499.65","$1,045,197.43"
2087,1,4,"$216,487.12","$260,324.23","$347,112.82","$740,326.36"
2087,1,5,"$2,606,719.12","$3,124,612.86","$3,599,468.88","$9,698,937.74"
2087,1,6,"$2,191,923.38","$3,032,435.21","$4,701,987.81","$10,707,129.17"
2087,2,1,"$1,742,505.40","$1,982,602.61","$2,561,415.64","$4,883,589.30"
2087,2,2,"$3,466,423.72","$4,916,067.51","$6,929,812.81","$15,480,546.25"
2087,2,3,"$947,471.36","$1,059,701.65","$1,323,336.12","$2,411,844.95"
2087,2,4,"$403,288.09","$505,504.72","$683,101.87","$1,479,843.97"
2087,2,5,"$2,995,805.29","$3,997,862.45","$5,677,588.01","$12,979,702.11"
2087,2,6,"$4,052,519.30","$4,415,395.34","$6,696,914.92","$14,704,729.22"
2087,3,1,"$45,774,038.65","$57,817,821.86","$76,172,861.25","$216,305,634.63"
2087,3,2,"$28,420,265.23","$32,779,100.05","$48,310,523.65","$106,159,784.30"
2087,3,3,"$17,237,025.58","$15,580,870.49","$27,232,166.82","$60,412,063.04"
2087,3,4,"$14,734,805.41","$22,382,215.63","$31,731,872.46","$67,877,142.41"
2087,3,5,"$17,534,543.97","$20,242,200.22","$37,829,677.40","$82,002,737.01"
2087,3,6,"$25,494,223.47","$32,787,378.80","$48,249,457.69","$110,925,188.17"
2087,4,1,"$3,174,886.48","$3,479,063.37","$4,808,983.41","$9,730,599.49"
2087,4,2,"$2,984,988.22","$3,873,293.58","$5,070,919.62","$11,066,032.21"
2087,4,3,"$1,963,593.94","$2,477,651.64","$3,357,820.76","$7,293,609.53"
2087,4,4,"$541,287.51","$659,134.59","$947,838.71","$2,041,576.99"
2087,4,5,"$482,062.42","$571,869.51","$836,155.94","$1,820,448.12"
2087,4,6,"$422,958.56","$473,872.01","$753,402.71","$1,673,908.22"
2088,1,1,"$1,786,305.32","$2,071,783.39","$2,727,996.06","$5,160,689.64"
2088,1,2,"$3,518,718.88","$3,879,634.56","$5,843,385.27","$11,868,848.55"
2088,1,3,"$600,876.75","$631,697.21","$718,963.82","$1,061,677.55"
2088,1,4,"$212,037.77","$257,295.72","$357,261.84","$763,762.38"
2088,1,5,"$2,138,608.47","$2,553,360.99","$3,715,035.21","$9,026,480.79"
2088,1,6,"$3,167,856.75","$4,113,222.81","$5,493,886.81","$9,973,449.55"
2088,2,1,"$1,717,228.57","$1,979,114.36","$2,618,093.20","$4,940,213.15"
2088,2,2,"$3,885,786.70","$5,270,611.91","$7,824,628.13","$16,589,825.28"
2088,2,3,"$922,920.92","$1,058,123.44","$1,346,986.49","$2,465,811.05"
2088,2,4,"$377,791.99","$484,017.67","$697,950.36","$1,523,328.26"
2088,2,5,"$3,054,240.21","$3,094,895.40","$5,101,180.59","$12,913,218.77"
2088,2,6,"$4,594,536.94","$4,211,995.98","$6,638,235.62","$17,312,691.00"
2088,3,1,"$42,938,260.30","$66,390,645.94","$82,211,538.94","$170,255,134.63"
2088,3,2,"$17,362,088.96","$34,569,594.75","$48,612,983.89","$97,874,961.14"
2088,3,3,"$12,470,738.08","$18,285,060.62","$23,820,768.28","$63,563,180.35"
2088,3,4,"$15,212,891.08","$21,213,233.23","$35,948,706.17","$63,010,579.88"
2088,3,5,"$20,218,707.18","$29,567,638.61","$40,570,329.85","$98,149,729.20"
2088,3,6,"$23,049,453.40","$35,717,284.44","$46,428,335.62","$116,949,347.34"
2088,4,1,"$2,871,247.22","$3,772,626.26","$4,896,190.02","$10,085,202.05"
2088,4,2,"$3,048,229.13","$3,808,000.77","$5,196,591.67","$11,697,489.51"
2088,4,3,"$1,860,290.79","$2,375,742.95","$3,382,432.09","$7,472,661.00"
2088,4,4,"$513,768.85","$656,591.65","$936,578.55","$2,039,288.59"
2088,4,5,"$491,845.16","$604,935.22","$833,438.33","$1,772,834.74"
2088,4,6,"$377,973.37","$513,674.04","$805,545.26","$1,585,823.07"
2089,1,1,"$1,816,687.74","$2,088,392.43","$2,628,242.55","$5,149,051.64"
2089,1,2,"$2,758,672.55","$4,470,540.27","$6,094,432.69","$12,144,421.54"
2089,1,3,"$588,381.56","$635,123.65","$724,468.66","$1,072,308.43"
2089,1,4,"$215,154.91","$254,594.03","$359,286.81","$774,208.06"
2089,1,5,"$2,296,384.01","$1,966,167.69","$4,096,416.45","$9,688,800.24"
2089,1,6,"$2,876,434.11","$3,232,036.65","$4,387,823.74","$13,337,172.13"
2089,2,1,"$1,706,186.61","$1,956,416.15","$2,649,091.05","$5,004,106.52"
2089,2,2,"$3,408,993.49","$6,034,267.29","$7,528,453.85","$18,778,849.40"
2089,2,3,"$929,442.13","$1,054,545.16","$1,343,323.53","$2,540,355.66"
2089,2,4,"$407,291.05","$479,322.91","$724,449.29","$1,582,248.79"
2089,2,5,"$2,747,777.72","$4,338,043.82","$5,231,635.21","$12,203,923.25"
2089,2,6,"$3,649,614.04","$5,233,065.21","$5,649,487.91","$15,684,577.62"
2089,3,1,"$37,784,769.98","$60,598,915.29","$87,849,742.95","$210,358,365.43"
2089,3,2,"$29,452,057.86","$33,341,172.26","$40,982,786.94","$117,416,372.66"
2089,3,3,"$11,736,540.35","$14,037,988.25","$24,317,976.11","$54,810,219.03"
2089,3,4,"$13,429,393.91","$19,241,674.38","$26,970,493.85","$82,164,531.49"
2089,3,5,"$16,268,234.10","$17,925,534.32","$37,609,260.14","$90,232,816.20"
2089,3,6,"$25,050,094.73","$28,807,124.14","$57,282,436.19","$125,908,790.74"
2089,4,1,"$2,887,047.38","$3,663,617.85","$4,942,147.88","$9,988,573.94"
2089,4,2,"$3,040,413.38","$3,832,585.04","$5,258,813.51","$11,893,228.54"
2089,4,3,"$2,047,222.63","$2,448,889.84","$3,368,090.05","$7,521,806.23"
2089,4,4,"$497,057.28","$670,590.53","$980,641.97","$2,151,754.89"
2089,4,5,"$492,764.54","$565,249.15","$764,078.64","$1,760,375.86"
2089,4,6,"$362,263.99","$498,379.82","$728,634.33","$1,793,341.23"
2090,1,1,"$1,811,432.56","$1,979,182.77","$2,617,365.74","$5,324,019.91"
2090,1,2,"$2,717,363.39","$4,220,230.53","$6,141,164.48","$13,468,778.45"
2090,1,3,"$595,272.96","$628,482.48","$723,185.80","$1,065,573.39"
2090,1,4,"$220,070.60","$247,099.18","$327,373.90","$764,909.27"
2090,1,5,"$2,447,655.65","$3,109,225.67","$3,709,908.18","$10,525,166.05"
2090,1,6,"$2,956,684.44","$2,666,722.75","$4,343,993.63","$12,307,855.89"
2090,2,1,"$1,649,027.00","$1,968,098.50","$2,682,727.82","$5,171,976.58"
2090,2,2,"$5,333,473.70","$5,101,089.66","$8,031,843.47","$17,445,050.05"
2090,2,3,"$936,412.61","$1,043,099.06","$1,368,683.39","$2,551,199.03"
2090,2,4,"$393,060.64","$479,958.56","$699,739.02","$1,605,025.18"
2090,2,5,"$2,663,936.44","$2,873,380.10","$6,025,886.17","$11,204,905.21"
2090,2,6,"$3,351,558.03","$4,552,837.53","$7,877,065.98","$17,323,531.05"
2090,3,1,"$42,130,755.85","$65,566,203.01","$68,667,681.17","$209,567,650.94"
2090,3,2,"$28,941,129.22","$48,436,634.38","$49,277,539.06","$114,886,828.13"
2090,3,3,"$15,804,240.05","$17,412,290.68","$19,973,002.18","$60,524,392.72"
2090,3,4,"$19,916,060.59","$19,147,059.48","$30,671,027.23","$74,665,603.61"
2090,3,5,"$20,643,533.86","$25,833,231.24","$37,939,604.82","$97,289,246.37"
2090,3,6,"$27,066,800.98","$28,844,616.77","$47,959,628.92","$116,534,780.59"
2090,4,1,"$3,051,486.99","$3,292,698.17","$4,890,233.91","$10,858,986.08"
2090,4,2,"$3,031,114.43","$3,671,765.95","$5,468,717.96","$11,910,284.45"
2090,4,3,"$2,000,218.91","$2,504,336.01","$3,526,380.85","$7,627,215.99"
2090,4,4,"$526,380.21","$630,611.90","$996,691.49","$2,162,149.50"
2090,4,5,"$485,896.09","$657,031.05","$873,706.65","$1,833,647.27"
2090,4,6,"$430,848.31","$476,157.88","$739,052.71","$1,760,729.89"
2091,1,1,"$1,733,687.32","$2,033,496.39","$2,639,848.63","$5,399,158.37"
2091,1,2,"$3,596,190.30","$4,081,587.07","$4,988,068.84","$13,011,101.14"
2091,1,3,"$583,832.20","$626,129.06","$720,346.60","$1,118,305.76"
2091,1,4,"$219,059.81","$255,594.54","$371,101.25","$791,987.53"
2091,1,5,"$2,224,325.88","$2,703,410.67","$3,978,692.92","$10,727,251.68"
2091,1,6,"$3,142,440.17","$2,714,463.89","$4,434,818.49","$14,942,538.62"
2091,2,1,"$1,793,685.20","$1,991,349.59","$2,674,724.30","$5,324,611.57"
2091,2,2,"$3,777,967.99","$6,116,920.80","$7,977,779.59","$17,651,509.08"
2091,2,3,"$925,568.86","$1,049,995.06","$1,355,864.15","$2,618,002.11"
2091,2,4,"$398,991.12","$497,096.46","$723,338.82","$1,643,140.66"
2091,2,5,"$2,658,344.23","$3,466,188.03","$6,386,718.44","$15,723,527.29"
2091,2,6,"$3,817,314.71","$6,227,029.16","$7,422,306.51","$16,396,713.07"
2091,3,1,"$41,319,409.31","$42,215,681.54","$99,061,457.16","$211,068,029.92"
2091,3,2,"$23,959,980.84","$32,908,677.88","$44,603,551.85","$126,877,305.59"
2091,3,3,"$15,554,462.38","$15,748,660.98","$27,594,115.31","$56,993,429.79"
2091,3,4,"$13,334,599.51","$25,257,067.50","$28,944,187.99","$89,524,904.32"
2091,3,5,"$19,536,066.58","$26,574,354.75","$35,318,901.03","$102,328,490.52"
2091,3,6,"$27,450,109.61","$30,087,060.54","$47,486,945.16","$122,773,226.18"
2091,4,1,"$2,849,578.37","$3,454,495.35","$4,654,865.41","$10,877,056.55"
2091,4,2,"$2,995,925.30","$3,763,293.04","$5,819,270.60","$12,130,392.11"
2091,4,3,"$1,885,762.40","$2,425,229.31","$3,472,698.98","$7,915,006.66"
2091,4,4,"$519,163.91","$641,242.59","$935,730.53","$2,289,718.28"
2091,4,5,"$476,225.13","$635,972.02","$834,986.17","$1,987,430.16"
2091,4,6,"$353,600.70","$482,297.04","$757,800.47","$1,788,363.66"
2092,1,1,"$1,763,695.46","$2,022,486.88","$2,659,970.67","$5,590,028.26"
2092,1,2,"$3,270,318.23","$4,838,176.01","$4,964,386.27","$12,399,922.29"
2092,1,3,"$591,633.99","$626,415.26","$728,181.49","$1,127,897.31"
2092,1,4,"$214,642.24","$245,275.84","$374,922.73","$822,988.50"
2092,1,5,"$2,593,769.78","$2,455,351.76","$3,913,956.61","$10,047,344.23"
2092,1,6,"$1,915,971.50","$3,058,147.40","$4,940,131.07","$12,302,247.94"
2092,2,1,"$1,705,346.90","$1,995,322.85","$2,639,374.45","$5,319,538.37"
2092,2,2,"$3,671,078.60","$6,306,778.84","$7,465,869.98","$18,853,424.73"
2092,2,3,"$918,291.49","$1,061,346.29","$1,350,479.35","$2,699,180.03"
2092,2,4,"$386,774.68","$481,270.32","$713,022.00","$1,686,718.49"
2092,2,5,"$3,336,009.07","$3,318,598.47","$6,347,270.72","$14,843,516.75"
2092,2,6,"$3,057,578.09","$4,445,720.86","$7,160,868.02","$17,377,690.85"
2092,3,1,"$41,118,989.62","$60,010,874.05","$80,930,062.78","$208,813,432.23"
2092,3,2,"$29,074,000.34","$27,381,832.42","$48,134,532.07","$113,427,485.97"
2092,3,3,"$17,661,440.97","$15,763,500.86","$31,078,268.58","$64,867,914.44"
2092,3,4,"$16,196,356.41","$19,996,316.67","$32,683,287.45","$83,861,345.54"
2092,3,5,"$17,461,166.26","$29,348,906.28","$36,846,346.33","$107,610,936.20"
2092,3,6,"$19,588,237.85","$36,861,997.63","$44,978,141.14","$131,930,819.95"
2092,4,1,"$2,882,041.66","$3,363,208.68","$4,843,006.27","$11,333,030.81"
2092,4,2,"$3,072,936.02","$3,653,961.27","$5,192,813.20","$12,544,085.13"
2092,4,3,"$2,033,326.22","$2,391,240.67","$3,574,015.23","$7,941,065.46"
2092,4,4,"$504,548.98","$624,479.58","$963,792.09","$2,259,771.60"
2092,4,5,"$452,720.94","$552,312.70","$831,555.71","$1,925,427.17"
2092,4,6,"$352,907.62","$518,200.19","$792,494.03","$1,809,154.14"
2093,1,1,"$1,708,686.53","$2,111,888.85","$2,696,554.40","$5,517,070.45"
2093,1,2,"$3,440,032.68","$4,134,760.96","$5,509,283.92","$14,331,682.04"
2093,1,3,"$599,153.77","$633,485.43","$724,647.11","$1,129,592.16"
2093,1,4,"$221,652.17","$263,940.46","$375,383.78","$813,629.46"
2093,1,5,"$2,103,898.04","$2,234,451.03","$4,640,941.36","$10,651,182.68"
2093,1,6,"$2,638,176.43","$3,257,568.87","$6,041,612.33","$14,279,186.43"
2093,2,1,"$1,699,741.03","$1,945,565.05","$2,660,831.96","$5,471,889.94"
2093,2,2,"$4,436,411.27","$5,406,163.51","$7,226,248.00","$17,568,753.38"
2093,2,3,"$926,916.93","$1,053,435.04","$1,362,328.07","$2,735,220.24"
2093,2,4,"$384,633.69","$479,286.35","$745,650.42","$1,774,868.18"
2093,2,5,"$1,995,035.76","$3,988,046.54","$4,898,171.78","$13,891,699.98"
2093,2,6,"$4,192,308.55","$5,561,360.45","$7,757,089.26","$20,717,571.34"
2093,3,1,"$46,222,988.85","$45,366,080.86","$98,897,449.30","$234,642,438.54"
2093,3,2,"$30,785,964.25","$35,209,545.00","$54,292,528.51","$118,085,247.77"
2093,3,3,"$9,109,586.16","$11,494,784.47","$23,789,437.49","$57,060,057.77"
2093,3,4,"$19,559,209.71","$20,561,779.23","$34,850,222.96","$81,386,942.57"
2093,3,5,"$18,469,330.49","$24,660,055.27","$35,704,012.73","$106,427,771.74"
2093,3,6,"$31,670,489.96","$29,515,490.40","$54,326,209.70","$108,537,315.47"
2093,4,1,"$2,707,525.95","$3,493,298.89","$4,759,998.18","$11,198,708.98"
2093,4,2,"$3,248,565.38","$3,794,731.27","$5,738,954.48","$12,784,142.34"
2093,4,3,"$1,920,994.87","$2,407,286.49","$3,474,510.90","$8,222,814.72"
2093,4,4,"$543,137.99","$640,062.29","$917,539.33","$2,386,530.57"
2093,4,5,"$471,949.62","$601,559.65","$797,227.17","$1,957,750.86"
2093,4,6,"$399,217.99","$448,932.17","$704,686.94","$1,937,037.29"
2094,1,1,"$1,831,388.70","$2,004,913.81","$2,677,030.82","$5,872,792.04"
2094,1,2,"$2,861,094.63","$4,439,767.02","$5,919,941.20","$13,235,063.74"
2094,1,3,"$596,617.93","$629,751.85","$728,426.20","$1,131,160.74"
2094,1,4,"$202,152.15","$244,860.17","$357,495.19","$852,360.49"
2094,1,5,"$2,736,258.09","$2,590,333.57","$3,600,820.71","$10,832,392.59"
2094,1,6,"$3,207,123.77","$3,321,128.28","$4,957,561.60","$15,021,929.70"
2094,2,1,"$1,742,642.29","$2,004,588.11","$2,674,343.96","$5,677,983.00"
2094,2,2,"$4,606,642.47","$5,862,310.48","$7,226,808.46","$19,213,890.89"
2094,2,3,"$916,085.53","$1,053,247.53","$1,383,726.06","$2,799,861.01"
2094,2,4,"$369,895.43","$474,340.88","$785,694.61","$1,753,931.29"
2094,2,5,"$2,802,419.16","$3,256,701.69","$4,433,748.33","$12,851,695.75"
2094,2,6,"$4,109,586.42","$4,443,574.49","$7,304,171.06","$20,627,826.57"
2094,3,1,"$56,869,000.00","$63,214,427.29","$101,314,308.62","$243,339,757.56"
2094,3,2,"$31,460,192.67","$35,580,399.96","$42,848,110.38","$121,640,762.08"
2094,3,3,"$14,711,573.81","$16,195,390.30","$18,932,600.76","$57,995,073.24"
2094,3,4,"$16,164,685.08","$20,754,657.86","$32,675,184.64","$87,515,926.30"
2094,3,5,"$15,399,007.37","$24,627,094.23","$42,289,996.18","$114,735,456.55"
2094,3,6,"$22,576,446.95","$28,506,701.69","$49,570,192.37","$145,173,968.61"
2094,4,1,"$2,690,572.56","$3,674,681.19","$4,750,432.90","$11,419,950.98"
2094,4,2,"$3,126,664.51","$3,924,371.44","$5,525,611.23","$13,194,256.92"
2094,4,3,"$2,043,883.20","$2,467,668.20","$3,336,574.30","$8,422,648.97"
2094,4,4,"$503,297.10","$590,966.94","$1,011,032.45","$2,527,609.01"
2094,4,5,"$501,867.66","$550,191.00","$889,473.85","$2,110,136.18"
2094,4,6,"$379,500.96","$450,354.58","$763,191.25","$1,885,428.58"
2095,1,1,"$1,733,310.40","$1,977,051.86","$2,754,290.65","$5,970,148.26"
2095,1,2,"$3,268,028.89","$3,754,649.32","$5,629,156.00","$13,398,361.69"
2095,1,3,"$591,168.11","$628,346.45","$734,631.37","$1,170,352.08"
2095,1,4,"$212,588.84","$253,583.08","$367,185.32","$863,321.94"
2095,1,5,"$2,145,609.84","$1,694,299.77","$4,029,315.85","$10,416,131.93"
2095,1,6,"$1,971,773.20","$3,163,149.47","$5,338,873.45","$14,413,036.88"
2095,2,1,"$1,655,494.39","$1,989,593.38","$2,632,742.46","$5,606,510.51"
2095,2,2,"$4,318,307.02","$5,789,765.55","$8,518,396.01","$22,039,954.58"
2095,2,3,"$918,890.25","$1,063,626.96","$1,382,200.02","$2,831,856.49"
2095,2,4,"$406,848.49","$469,029.43","$727,394.83","$1,832,189.91"
2095,2,5,"$3,024,830.77","$2,849,949.39","$5,730,832.64","$16,575,299.78"
2095,2,6,"$3,514,252.85","$4,740,259.85","$7,577,112.54","$18,710,765.69"
2095,3,1,"$34,312,089.96","$62,199,129.90","$81,993,311.55","$249,343,687.62"
2095,3,2,"$24,682,922.82","$35,160,729.97","$55,585,608.72","$130,630,569.03"
2095,3,3,"$12,959,327.24","$17,030,083.14","$24,874,435.03","$64,852,470.34"
2095,3,4,"$11,360,892.19","$11,350,628.13","$33,192,989.88","$86,191,325.90"
2095,3,5,"$18,377,388.22","$22,988,639.73","$40,135,143.71","$102,853,175.04"
2095,3,6,"$22,964,629.97","$39,286,075.77","$52,700,043.52","$135,886,712.26"
2095,4,1,"$2,853,163.13","$3,401,606.79","$5,084,645.50","$12,105,060.31"
2095,4,2,"$3,273,091.52","$3,787,513.72","$5,353,418.67","$13,362,182.60"
2095,4,3,"$1,944,701.23","$2,373,147.78","$3,656,009.13","$8,567,600.37"
2095,4,4,"$502,721.12","$626,987.09","$992,017.40","$2,471,842.34"
2095,4,5,"$454,328.91","$546,888.29","$881,457.40","$2,176,985.70"
2095,4,6,"$417,290.94","$477,967.26","$727,799.56","$1,878,825.94"
2096,1,1,"$1,676,850.79","$2,032,228.61","$2,800,210.57","$6,030,501.19"
2096,1,2,"$2,616,770.94","$3,250,083.80","$6,607,361.10","$13,190,267.53"
2096,1,3,"$589,469.02","$638,285.55","$718,590.93","$1,178,921.44"
2096,1,4,"$217,814.66","$265,405.59","$401,418.55","$914,046.11"
2096,1,5,"$1,542,128.90","$2,743,183.13","$3,695,635.63","$10,552,157.19"
2096,1,6,"$3,232,771.13","$2,561,679.27","$6,112,492.66","$13,872,963.20"
2096,2,1,"$1,694,730.32","$2,009,901.80","$2,670,248.11","$5,853,296.26"
2096,2,2,"$3,869,389.42","$4,611,916.92","$8,071,218.72","$19,697,512.94"
2096,2,3,"$899,100.75","$1,037,759.85","$1,373,502.43","$2,875,095.95"
2096,2,4,"$375,689.05","$469,373.01","$737,937.41","$1,848,758.18"
2096,2,5,"$2,415,684.45","$3,757,518.99","$7,080,577.00","$15,671,415.50"
2096,2,6,"$4,597,129.16","$4,786,670.13","$8,458,119.16","$20,436,193.22"
2096,3,1,"$47,937,057.99","$60,012,396.90","$96,724,421.93","$210,910,178.56"
2096,3,2,"$24,306,826.12","$31,763,446.04","$50,759,531.26","$124,737,511.93"
2096,3,3,"$18,833,638.90","$15,691,394.37","$25,574,431.56","$74,123,384.01"
2096,3,4,"$18,685,798.39","$19,491,610.60","$41,088,162.13","$92,083,997.92"
2096,3,5,"$18,934,988.31","$30,783,045.24","$37,088,262.20","$113,454,123.04"
2096,3,6,"$27,911,524.19","$36,665,749.98","$49,189,241.19","$142,224,896.67"
2096,4,1,"$2,685,892.95","$3,255,334.97","$5,080,059.79","$12,122,909.15"
2096,4,2,"$3,045,889.77","$3,674,148.08","$5,305,505.35","$13,427,702.67"
2096,4,3,"$2,047,057.86","$2,381,309.21","$3,344,275.98","$8,676,132.70"
2096,4,4,"$480,327.78","$675,028.56","$1,030,804.22","$2,530,749.27"
2096,4,5,"$429,973.37","$602,980.64","$854,988.90","$2,203,307.24"
2096,4,6,"$364,065.67","$450,255.53","$766,041.96","$2,054,771.57"
2097,1,1,"$1,732,159.85","$1,976,270.89","$2,761,599.60","$6,134,322.30"
2097,1,2,"$3,947,105.50","$3,599,715.60","$6,225,104.41","$15,759,792.32"
2097,1,3,"$589,817.04","$625,639.32","$722,433.34","$1,219,792.18"
2097,1,4,"$208,190.44","$250,453.22","$364,657.10","$921,178.40"
2097,1,5,"$2,484,941.68","$2,619,208.08","$4,547,712.96","$11,450,260.12"
2097,1,6,"$2,059,655.54","$3,549,799.92","$5,248,127.23","$13,894,597.58"
2097,2,1,"$1,687,267.98","$1,940,937.56","$2,688,678.65","$5,954,717.54"
2097,2,2,"$4,917,199.62","$3,970,532.63","$8,141,477.42","$21,230,519.35"
2097,2,3,"$908,502.74","$1,034,796.92","$1,383,357.03","$2,986,540.14"
2097,2,4,"$395,285.17","$472,481.58","$728,059.22","$1,907,927.12"
2097,2,5,"$2,468,119.11","$3,833,126.88","$4,457,080.77","$17,040,356.84"
2097,2,6,"$3,814,300.61","$4,678,919.68","$7,791,666.35","$21,055,951.81"
2097,3,1,"$66,860,226.18","$72,963,342.02","$92,802,042.65","$273,908,705.69"
2097,3,2,"$17,190,868.57","$33,103,448.31","$41,629,222.49","$138,207,895.79"
2097,3,3,"$8,217,533.13","$14,335,236.77","$26,811,918.55","$64,665,556.47"
2097,3,4,"$11,789,127.04","$26,784,597.39","$28,780,282.24","$89,735,711.91"
2097,3,5,"$19,213,671.48","$30,035,617.93","$32,983,908.85","$95,708,384.20"
2097,3,6,"$18,406,115.85","$27,342,491.32","$62,915,913.32","$132,391,782.66"
2097,4,1,"$2,778,967.82","$3,363,350.51","$4,964,093.47","$12,326,960.74"
2097,4,2,"$3,172,145.82","$3,657,960.43","$5,506,972.48","$14,086,985.14"
2097,4,3,"$1,893,592.26","$2,494,654.26","$3,640,599.46","$9,001,104.06"
2097,4,4,"$524,692.53","$639,016.09","$1,005,290.00","$2,487,889.71"
2097,4,5,"$425,734.96","$569,204.47","$899,053.67","$2,141,563.72"
2097,4,6,"$406,946.75","$536,102.07","$731,320.35","$2,198,426.76"
2098,1,1,"$1,772,033.27","$2,042,934.00","$2,780,674.40","$6,375,702.82"
2098,1,2,"$4,167,386.02","$4,029,332.07","$6,608,160.47","$16,455,086.19"
2098,1,3,"$588,888.31","$619,226.14","$736,406.22","$1,214,969.49"
2098,1,4,"$216,796.05","$259,121.96","$378,297.14","$917,703.65"
2098,1,5,"$1,434,783.45","$1,969,212.40","$3,986,731.14","$11,494,815.05"
2098,1,6,"$1,927,744.31","$3,466,732.67","$5,629,853.68","$13,505,913.60"
2098,2,1,"$1,662,944.47","$2,051,059.91","$2,679,663.14","$6,147,894.50"
2098,2,2,"$5,029,042.07","$4,948,469.02","$7,890,173.13","$20,151,654.20"
2098,2,3,"$905,951.36","$1,032,516.36","$1,384,643.52","$3,003,228.29"
2098,2,4,"$364,529.96","$461,914.01","$745,571.75","$1,934,773.27"
2098,2,5,"$3,007,004.03","$4,076,786.22","$5,295,061.40","$18,237,218.52"
2098,2,6,"$4,123,264.91","$4,432,392.28","$6,764,775.37","$18,824,946.85"
2098,3,1,"$46,651,905.99","$47,345,284.08","$101,413,071.82","$287,068,865.75"
2098,3,2,"$23,436,382.15","$30,261,943.75","$50,573,655.34","$137,234,349.25"
2098,3,3,"$11,014,693.14","$15,583,891.21","$23,383,839.96","$64,974,455.54"
2098,3,4,"$12,725,860.99","$24,481,013.38","$35,956,917.17","$91,677,372.69"
2098,3,5,"$23,322,618.88","$15,095,776.73","$41,450,717.35","$117,632,399.92"
2098,3,6,"$28,050,075.50","$31,187,061.72","$48,518,066.27","$135,506,831.08"
2098,4,1,"$2,880,200.73","$3,399,797.69","$5,036,103.97","$13,088,063.13"
2098,4,2,"$2,871,197.38","$3,767,474.16","$5,565,708.81","$13,993,968.26"
2098,4,3,"$2,033,984.37","$2,217,948.58","$3,587,608.98","$9,375,078.95"
2098,4,4,"$471,292.22","$588,295.31","$1,024,729.68","$2,700,204.89"
2098,4,5,"$477,043.21","$539,090.14","$842,591.78","$2,208,595.59"
2098,4,6,"$370,174.24","$449,065.10","$845,468.09","$2,132,380.10"
2099,1,1,"$1,684,359.42","$2,034,930.02","$2,885,893.08","$6,527,397.31"
2099,1,2,"$2,758,993.29","$4,786,393.58","$5,394,282.77","$16,284,749.04"
2099,1,3,"$587,417.69","$633,473.40","$735,224.71","$1,233,146.44"
2099,1,4,"$203,212.21","$260,724.40","$360,551.43","$934,704.64"
2099,1,5,"$1,810,257.87","$2,767,199.38","$3,222,967.44","$10,833,153.01"
2099,1,6,"$2,535,033.20","$2,943,543.98","$4,964,857.88","$14,618,883.71"
2099,2,1,"$1,707,071.97","$1,964,716.77","$2,672,858.95","$6,348,394.65"
2099,2,2,"$4,035,207.24","$5,171,046.66","$8,014,611.32","$21,901,387.94"
2099,2,3,"$903,320.89","$1,042,173.85","$1,392,584.74","$3,025,491.94"
2099,2,4,"$389,058.93","$492,973.93","$749,053.32","$1,979,423.75"
2099,2,5,"$2,662,736.55","$3,040,475.37","$5,963,450.78","$17,963,156.15"
2099,2,6,"$3,150,026.95","$4,681,624.86","$7,782,564.83","$21,840,865.29"
2099,3,1,"$37,415,361.82","$62,915,338.42","$95,854,429.70","$294,676,998.37"
2099,3,2,"$18,711,460.62","$36,882,816.93","$56,809,437.10","$157,265,757.12"
2099,3,3,"$12,991,624.18","$13,935,610.69","$26,675,839.02","$67,462,727.15"
2099,3,4,"$13,224,861.51","$23,154,547.48","$38,397,344.79","$88,019,222.53"
